,801010.SI,801020.SI,801030.SI,801040.SI,801050.SI,801080.SI,801110.SI,801120.SI,801130.SI,801140.SI,801150.SI,801160.SI,801170.SI,801180.SI,801200.SI,801210.SI,801230.SI,801710.SI,801720.SI,801730.SI,801740.SI,801750.SI,801760.SI,801770.SI,801780.SI,801790.SI,801880.SI,801890.SI
2017-12-07,-0.4146361439862467,-2.075333048878769,-0.7043555306251226,-1.9003249521065246,-0.37167329458550613,-1.0393670517535258,-2.2169613251668885,-1.5109769364767822,0.20150688910869352,-0.23444985831073684,-0.13296009414185406,-0.23475233067504764,-0.34277234551731706,-0.17296330044487274,-0.5797406736623434,-1.0533037870372297,0.2734580205957293,-1.27281109659102,-0.05734037831691685,-0.5381150726803563,1.747947106673342,-0.5943116227012157,0.041437344609973614,-0.6583844824922358,-0.915701952651371,-1.295743601747812,-0.5409322466115474,-0.2655885942527414
2017-12-08,1.0397069356060218,0.6617566962394461,1.011067173377156,1.698562138450277,0.8863370025228967,1.9497509254604362,2.008236107676531,1.6871320195200656,0.8110121505033208,0.9720178736853491,1.0353833558204073,0.5982068805049812,0.3879938620070078,0.1833820355818805,2.080996741245711,2.5170430830589563,0.5787959035746804,0.9942535203696812,0.27552138370079415,1.0794035273635538,0.2637122808081038,1.113018201289906,0.8220312881676239,1.587767264141271,-0.126456015654397,1.591411024758016,0.7044428605369468,0.32330957761168566
2017-12-11,1.0069629333179675,0.7731362216724547,0.8430197456641642,0.6072855345594652,1.1590571311180131,1.70401376211049,3.97369066645763,3.465602098934961,0.15616525122947866,0.7646642156035943,2.1177043771528403,0.4517695863193172,0.812334390679581,0.583975610309162,1.3326535078318935,1.8665957952116452,0.8972689487861008,0.9054620451067974,0.47033191533378815,1.5593173376467817,0.6356284483410191,2.8703620519270556,1.1576829486679818,1.8005949792105236,0.3623840943945078,1.330123528839633,1.7220498665062367,1.0520479589715137
2017-12-12,-0.951258495178231,-1.5344093687265636,-0.6582533755573494,-1.3780459139700607,-0.06067352628518208,-1.0804288657976113,-1.0633084585796926,-0.32408834759637406,-1.030755475434153,-0.9690798260677425,-0.8066240570742789,-0.880535377393532,-1.5376644907263537,-0.6123502938789604,-1.34518365474956,-0.5569525628144278,-1.1746402178140714,-1.363147866104919,-1.1360601780503243,-1.0387613761422165,-1.3788856260936733,-1.0006458003442686,-0.73726960324898,-1.2434206029120265,-1.4472932923679238,-2.3373569148808615,-1.2968764797631316,-1.3449193459892372
2017-12-13,0.7013963516541599,0.6688902420183052,0.5849029073861534,0.37657541995308463,0.3409313270482217,0.7282459159746235,2.4295868559308875,2.641127500908236,0.4480319645099762,0.44483203872336397,0.7843992398990585,0.7118851092368983,1.597457537936986,0.19753880668416102,0.2994701161772584,0.14476276954622502,0.4465307991756262,-0.12549840077271668,0.3394298359802095,1.461893532127001,0.6610059779918354,0.67856023585946,0.283250456347961,0.9725135148230368,0.49135507508268894,0.5464776273435445,0.9003557952327101,0.5026173642828757
2017-12-14,-0.36323606641260886,-0.23652827054501113,0.3339535177067976,-0.05951947521551926,-0.04825325709485462,-0.8606651423705425,-0.4285974077503085,0.005973534567149663,-0.04021614349120073,0.06696774106704773,-0.05835661828342831,0.26041957313511777,0.060076234670192186,-0.0942530344126502,1.3952295344959786,-1.1816970730701315,-0.24685113416164084,0.874405810632406,-0.5014222098254084,-0.12117072955794006,0.09910502863454962,0.2333474756045728,-0.15273244622979743,0.35029751295621026,-0.45381168873954714,-1.5239715147338462,-0.17621316358907846,0.3278688524590123
2017-12-15,-0.589580806357326,-0.9610250934329989,-0.5726516411089788,-2.529183495683862,-0.6416028815848684,-1.7128483144814077,-1.3282693066019147,-1.1708319923400712,-0.14264187380217397,-0.30098501128273947,-0.8198201764586521,-0.28015154157559063,-0.826414912044604,-1.2921551986948776,0.9428728663867902,-0.8423443496180294,0.057848259017379,-1.7784368266795414,-0.6232540249106022,-0.5861852190887973,0.3212056169415112,-0.22107200368068902,-0.0356222366573844,-1.815393443406843,-1.1814834732966406,-0.6725266653100248,-0.7803614858362673,-0.07239182592868598
2017-12-18,0.03874546270239421,2.577550367764636,-0.49976766019592667,1.1449798661644417,0.25880190828644345,-0.9632790643566924,1.5320867425278273,1.5134211599317382,-0.3633406831683783,0.02293717238635029,-0.6409960572318796,-0.0446524919811675,-0.6043610021885137,-0.7952921044668604,-1.443856027681245,-0.22583807542726486,-0.7358897949715559,-0.21801282408508982,-0.28176405950175454,-1.0289606665224382,-0.5431711855596322,-1.7358365284191657,-0.6959292332201383,-2.113692735311823,0.29973961167810703,-0.05396654074473206,-0.09032786467670917,-0.6561380994763333
2017-12-19,0.3332857696149327,0.18764957036563334,1.0016964983511567,0.14748693824828685,-0.10646765919299916,1.0322392113383039,0.8727044723514599,0.8136316175327174,0.370914972613301,0.9550467069099122,0.8886718504811819,0.45528661092539835,1.03544599788572,0.8630917321575726,0.09212067138795188,1.2932885829510132,0.19018993826915853,0.7757972908021271,0.4338730156641768,0.5201094023225661,0.4272144707539782,1.5675371295839957,0.6100392620424611,1.2530963135654938,1.5896601138055244,2.2703183745300226,0.6008997807421812,0.7174208961857831
2017-12-20,0.3843249594511766,-0.41104821740806097,-0.8017765531471932,-2.5626217221254244,-1.3506142240566676,-1.183042676875079,-0.3392708005312217,2.2003012831418145,-0.8321155585832019,-0.7890112973590435,-0.26453940156359046,-0.2512553502936776,-0.05092990382217222,-1.2365298746368492,0.6451425999135285,0.22946322865833313,-0.9878997531147626,-1.2909347395291149,-0.6366985998526142,-0.7095915666770813,-1.5514926611455482,-1.1661134096111803,-1.3154858066005026,-1.254084637550934,-0.08189581975250881,-0.4213984366215673,-1.1778558422975371,-0.6178415539818349
2017-12-21,0.055319809214116056,0.056242802260442204,0.49909629958462265,1.1399932825352455,0.7448158472758148,2.07215376580443,1.1324171053643806,0.015093454356973623,-0.14071138654266901,0.4218855218855344,0.9444378598564063,0.6148599196781124,0.22739483855311882,1.6604090734397836,-0.49376374179921356,0.3485546774090853,-0.581692453219973,1.2891031061311065,-0.020436349013286392,0.6435334064592846,0.30415629189810556,0.17810271524834054,-0.06909601156560585,1.7434668865697889,0.16255527016248994,0.8203441419769586,0.3951282638028797,0.17623590633131236
2017-12-22,0.14968545826001822,1.0828832472816297,0.3151976374375254,0.1595322124838816,0.5488543613687336,-0.4959249252879494,0.203218072280964,-0.5624265922053784,-0.1660588935817775,-0.38323168585061573,0.23445659092453663,0.49109747361737455,-0.1746552719953165,-0.07623265291709647,-0.6499734091672704,-0.43595215532357123,0.09806280394000222,0.18241370622322783,-0.06989341254586279,0.5808330667539385,-0.8501245016116599,-0.8952298736598974,-0.5318752858829656,-0.255728564391533,-0.6617550466348598,-0.9763057175968703,0.03360010374766631,-0.2015528574100034
2017-12-25,-0.6449745174472943,-1.6417897273393378,-0.938533007488751,-2.077441668454494,-0.06439619760576498,-2.1266616751663414,0.524502779769831,0.1894031372929872,-1.0721020089872857,-1.0443943320655569,-0.17842126159984817,-1.175813515976365,-0.8138277969484187,0.6146919056904121,-1.0369958923315936,-0.7805430076199604,-1.5594556108717517,-0.04795149856815506,-0.6119951040391758,-1.012575836863605,-2.149311681008237,-1.7821493144493217,-1.5164640080421843,-1.6237666763569636,-0.02617267352481578,-0.8192327929150589,-0.4769219285874149,-1.0472766642607434
2017-12-26,0.04506183296628663,0.3311466288555387,0.332741721938401,0.5161877130726689,0.4047492593440838,0.3787441398581892,-1.3971302190095902,-0.9922269925905391,0.7755305325359618,0.4591727407850854,0.03421632872380176,0.6707516582884709,1.4925581671539456,0.5266409234500946,0.2564207019545073,-0.05079640837289956,0.7125389843174679,0.9921999496770972,0.6947671716702297,0.5103460901175749,0.5518859383241814,0.7435318481872066,0.3616067065556283,0.5308449014323147,1.1287509059493717,0.49480651478717164,1.0324274182406779,2.0045027668871285
2017-12-27,-1.0860767467141597,1.350029815146092,-0.1740467774448029,0.033685378564207724,0.9340897638703272,-1.699355803520064,-2.594917665080154,-1.8752999824272587,0.0683725112777589,-0.5813303900026101,-1.357935966965984,-0.6692372468200092,-1.0930616740087995,-0.4484544557711412,-0.8955156495140892,-0.4443638342250922,0.3059946294820204,-1.118816074676321,-0.6662381117209737,-0.8850396334947108,-0.2787347322267375,-1.1663097787294907,-0.8461188894419158,-1.4530889206839315,-1.1676544723755011,-2.8629503732245265,0.7745638316783765,-0.3946726073832507
2017-12-28,-0.008559416042397405,1.1478901414417209,0.31097740738039725,2.0666613844650517,3.363494338291728,0.2908039823177111,1.0552003897852824,3.7939461869424207,0.3739351944685776,0.4205830268355859,0.1462129225684894,-0.31939734665953345,0.46140355760933005,0.03241270247618111,0.25875932194123763,1.3525156373352942,0.27539734856807385,0.16427891132466677,-0.48751510002520426,0.1618247379958193,0.000785151220128455,-0.1718833504253614,0.9264513312963851,-0.2565936297217464,-0.23325705147646536,0.4794555335466466,0.09401666324200253,0.06143735805552719
2017-12-29,0.4153384169203189,-0.3356309804263713,0.7337930337064424,0.11223816485750326,-0.3758178965251324,1.3669578915126657,0.3762668437770067,-1.0269977483992832,0.9677956382604824,0.9858414582450292,0.9447464572007735,0.02760318555683483,0.7194070174223244,1.3423178924123036,0.553442658705805,1.0528562681740627,1.1683198691072816,0.6588887938595356,0.6373080322155555,0.7533379761717418,0.8298983237152946,0.8225540411493926,0.42599660500168834,0.8232839843341999,0.661887443207565,-0.35737032057179263,0.7343841689083641,0.6070975219383046
2018-01-02,0.8224671285940399,2.8221993953472024,2.5389007403689323,3.0932664751818217,0.8782064424317726,0.3810170623124165,1.921069752633553,0.3443236468817723,0.8995277021555781,1.2112887951588602,0.4597795089163581,1.006865329897555,0.16438148885611348,2.663739540036514,0.5759280598296446,0.05206654141050038,0.590590265368518,4.2055124984172965,1.523697169329874,0.7419450741387612,0.4547507436420517,1.0184288259845298,0.5921428033117015,0.22156150833356758,1.3007942587147436,2.219381414012278,0.49082656115722045,1.6224148335070465
2018-01-03,0.6598438831693976,0.010501011786678838,0.6865471634037279,0.46946738329911586,0.9901108465077302,1.4319911701044852,0.2113303489938545,0.9749730974843551,0.36386613212480157,0.3848846507337633,0.416258871848485,1.429156867595327,1.5271316498721044,0.5863694881565795,0.8276066576956786,2.698828649474505,2.008993457672248,0.8876397129240265,1.00631928033319,0.9026639098590472,1.033285273553175,1.1940249033391526,0.37995140903106517,2.333019554148308,0.2574686227054812,-0.37617492630345195,0.5592160644045441,0.8556120865328865
2018-01-04,0.32591129165027155,1.9109834725753672,1.1969115488746684,0.7461406250487412,1.040776368031393,0.3923009524886334,1.455863299017146,2.4493359640825663,0.026051277598071465,0.23202853091566222,0.4794691223603653,-0.20529246896954234,0.22589470195764072,0.7290834689148706,0.5296074399039341,-0.24326117847327522,0.34195852169784935,1.000743228145673,-0.2766224910889403,-0.15976105303372456,0.01841352166274124,-0.3116547651358381,-0.3721158357145926,0.05993135768915803,-0.24220994953058073,-0.2351253337584236,-0.26425985362019677,0.14116922912232877
2018-01-05,1.1148805915665694,-0.43801758753390097,0.015914195462340963,-0.907500580540288,-0.5857915097721711,-1.156256510453324,0.9455159460636464,0.0970882709514731,-0.02930005425936244,0.10981002535852546,0.07378838614782168,-0.057264576935134315,-0.10729432723419752,3.550507858692331,0.20899822695035208,-0.03253801977227688,-0.3004729732098754,0.3047010571965547,0.9523932972769877,-0.6343911401281321,-0.40655707524375195,-0.08355552217508277,0.1616027568788203,-0.7904808003705299,0.31325281615908196,-0.053926659742742356,-0.32523892184728176,-0.04476305644822709
2018-01-08,1.5768764531706392,2.800766337104421,0.6442722515603849,2.6380747647198444,1.7337893290405137,-0.5893059064459139,0.16462343051937278,0.45700748991452933,-0.011578722649796536,1.0023584905660243,0.036256608896168,0.11167516395447219,0.5917659417083554,2.1795892283520635,-0.18224322835918016,0.4988978678851952,-0.15086510057673586,1.1461188071729689,0.24171026867394474,-0.40664937132411927,-0.29268367826361663,-0.3241658601670694,-0.30238273319798115,-0.47350445950641307,-0.31659674704945795,0.4351431825902585,1.1260705229414913,-0.36829088964641654
2018-01-09,-0.3280217289940546,-0.43339980792199695,-0.5127746207884032,-0.8947081619668285,-0.056530029261225856,0.920572342144621,2.672980071554276,3.0448214603244095,-0.05174840864595742,-0.509413717643914,1.4477862196720093,-0.4790113555583897,0.0507026173967029,0.34287194574740276,0.09970774551923967,-0.34492189327393064,-0.30042510328213146,-0.7321203498217521,-0.5988158177038128,-0.35687790113612117,0.49207048117849705,-0.437161818216103,-0.2840087024553406,0.14036424168042405,0.008671734211329607,0.7093292212798863,-0.17656777231273013,-0.338121146660042
2018-01-10,-0.6752137031742156,-0.28909789433990696,-0.6941196224468871,-0.5031516089793242,-0.9703629008890102,-0.6702911408576706,1.501659932573296,1.0260214654915334,-0.6191300317892501,-0.7837673938341116,-0.6492069258361877,-0.2853469401211117,-0.7044427887745508,-0.2710736730298313,-0.6651629483209187,0.28852004383772556,-1.13502285589131,-0.22247114340510077,-0.3575881164770811,-1.0609143841720736,-1.0884772080867133,1.1444518347918153,-0.1751896992755908,-0.8878448719122689,2.1433584340206036,-0.2973412163330247,-0.19147790610378745,-0.9101006361280306
2018-01-11,0.21836721922685598,-1.2726495445427366,0.10265669487712348,-1.7535735235096106,0.31296889739911293,0.5773507033960845,-0.6371623077800814,-1.026855483559952,0.38654347794406796,0.3029662276905265,0.013318400581163736,0.0025714306705726386,-0.10612876731774801,-0.13239204316424225,0.7489459938854193,-0.1289024032376851,-0.1168420488449784,-2.5775505774818797,0.04687959702944777,0.2621613202271389,0.32640626700033426,3.407378284516094,1.0346795292800248,1.3047881318290822,0.36290611395994876,0.38194977682441955,-0.15309630631417104,0.23233222149006139
2018-01-12,0.09267779676611632,-0.14211800235383043,-0.6071647247248402,1.1136599314960804,-0.8503369611887801,-1.0278663461155912,2.340568319843217,1.4641258914393607,-0.4489284871799448,0.20059883198118023,0.29357109565575357,-0.6053726825577033,-0.3045139112105133,0.7854072008620427,-0.4777439867293398,-0.176117589586533,-0.038635176612833444,-0.1447242946092997,-0.8020733693544724,-0.10575078377239588,-1.223139727640321,-1.8629998098979916,-0.2877237851662384,-1.5289533036124459,0.41498711425360657,0.9505009129941344,0.14210706540347395,-0.5652512792707398
2018-01-15,-2.187731890386857,-2.5673241566412486,-1.4608773761258576,-3.5677214442434657,-3.5413705129774264,-2.7630305762367358,0.8074761042176526,-0.26229112088917983,-1.6496055528821607,-1.3044049967126825,-1.1570866426864335,-1.5318887874610443,-1.0385097046356373,0.21493761298003733,-1.6387941284322083,0.2853190697875929,-2.7115914540314257,-1.0413423172113578,-2.2878755301890097,-2.8910831725094233,-3.6074187350507825,-3.3131474324087473,-2.6087421182002912,-2.3267245616909737,1.5272641124521202,1.2441580789612772,-2.2910029691854294,-2.4094989469092276
2018-01-16,2.541465395989917,0.05163815631812341,0.41698232906495214,0.6358485823122484,0.26131830326099337,-0.8079042326386232,-0.06517389185833888,0.21915074702512083,1.0200791006104826,1.2337125955927508,0.5231574088321311,0.2920025822336303,0.3744945866327454,5.321769927077935,1.6378552659227053,2.0282850691280885,1.1436327721231487,1.4152856035319017,0.9335107003664023,-0.057111985799185305,-0.6760769637554565,0.12855708387695675,0.48941610244819245,1.3041290124942595,0.44361247300341855,1.1023606839175137,-0.04316152325182232,0.731966251327032
2018-01-17,-0.5869643500180044,0.6318845042871946,-0.9222002772427795,1.1006606525825635,-1.1603344722522335,0.35038312921604753,-3.0082454809492676,-2.409998775439448,0.18272882382079914,-0.6178932406822546,-0.4929794766010853,-0.09730029115240235,-0.040658045338848314,-1.1750167523866706,0.3505690912324555,-0.8012565962478679,-0.33713749536299353,-1.1313331627430867,0.9707904063843031,-0.21853956878976621,0.15481144130271574,-1.684817821480289,0.701064701064702,-0.5612314692816756,1.108650311815973,1.4060291139724068,-0.08052516411378718,-0.23574439760373211
2018-01-18,-0.3233698963043041,0.2873229379478648,1.2898492854290788,1.9014646631021481,0.1883549838974874,-0.4743469941707712,0.3507406509562827,0.42141766466821107,0.22268370490012845,0.4697773275331274,-0.17702356244658768,-0.22925297991414073,-0.0013672128682085116,-0.5833101441720001,-0.20956233371804966,0.37593182343835796,0.30397576951848304,1.3341831040138752,2.281128754718953,0.5866282804361633,0.15130077776777107,-0.4479872072879809,-0.37411757051302175,-0.20273474692549254,2.1546937347939554,0.3018914132850936,-0.21977337452381285,0.547663395513065
2018-01-19,-0.9927484761888983,0.6241400062724889,-0.4174459398340047,0.43144849195073665,0.20372905264762764,0.32995922455112403,-1.2290866463492867,-0.9727714859248726,-0.1721233294718294,-0.22670581296111436,-0.3662936464257305,-0.28422103911512897,0.27105365700261785,-0.670526252387138,-0.07814043523335368,-0.35573563896820204,-0.036744910284203236,-0.42141960942063683,-0.27954134749165194,0.11002454393673755,1.4404938836172443,0.2871842798245705,-0.19701323580634256,0.23180477612156913,1.0443766353528616,1.1386633735426255,0.062038854271118105,-0.4327029418270234
2018-01-22,1.359404718208812,0.8769121908484445,0.6680742154654418,1.7391169779786164,1.209097909952872,1.1512078026636674,5.923135938376922,3.252929816324701,0.23392026942929967,0.32497878060300245,1.1008340954146156,0.5591430238906625,0.6671098157522426,0.3310165740141091,1.9361546613229086,2.1393656079234935,0.32791419639184305,0.7787577707457638,0.5872711935621444,0.8381111947983966,0.4363156284716174,1.6973009178141485,2.4767970684145713,0.43249777417462276,-0.9776861016714378,0.3351996805853297,1.334763111717674,0.3887647001652228
2018-01-23,0.8421011048050486,0.9160522074603605,0.06218772767871972,-0.5561065242125296,1.5108851581885796,-0.3031032842063297,0.21899069836401885,0.06864153249164229,0.10737411845482825,0.21858427180823092,-0.10854480751507634,-0.1789792938180934,0.7331229343880308,2.2245015136351576,-0.0839083415788755,-0.0773245698820757,0.32720518885036576,0.47703731039396846,0.3179087534915803,0.4938854993540742,-0.04488474239365825,-0.24531093399514647,0.5832144909644343,-0.1985607051607663,3.3504092474692104,0.26374724684892215,0.17066028406182987,0.7115887307580504
2018-01-24,-0.11523821338329521,-0.169355950903316,0.4271225890575048,0.2624768267836419,-0.5607449863573533,0.6018630356521948,-1.5800297816818465,-1.304484015114571,0.3695691035851434,-0.0709506400338955,0.7563851523405551,0.426119313407769,0.5731535547286004,-0.2017156261792219,0.5970129719990558,0.6690962581850535,0.27949524532668857,-0.2927156700244238,0.3696652034747894,0.8901992757057942,0.9109279276389826,2.612000995139141,2.652629351391389,1.5930903497432647,0.514037551083546,0.494263588787458,0.007298807413280706,0.3694166924159692
2018-01-25,-0.13792246926976892,0.971166173025062,0.2742344036766875,1.2259568443663271,1.130214760009407,-0.6143682519788363,-0.13035367984248758,-0.6659247861737105,-0.010904491196428445,0.3316667817146124,-0.8524015865816081,0.17779238630251104,0.4963533902440531,-1.3507414964445408,-0.42911103112409643,-0.5483052226635032,0.13485106889303822,0.7429083137775461,-0.2688648771898672,-0.3950348145572824,1.4088871936683622,-0.7977601171229365,-0.3720997350979749,-0.4083765167508968,-0.87831502007647,-1.7955794762051447,-0.11043442020008953,-0.05130906528565404
2018-01-26,0.09360262087338977,-0.20850948553979842,-0.39086489446343853,-0.8931101211109183,-1.1769285914362881,-0.8197035277894726,1.4525401564312146,0.7612248513100051,0.528198454301565,0.05012613439046021,-0.042219967246082124,-0.3404125218117615,0.9808193117302411,1.07956301719494,-0.55987822485285,0.5187742304993748,-0.5602825898306518,1.6646151857916625,0.6372986412551684,-0.4016958394575165,-0.5195232610075595,0.17813122019885164,0.02896871378912369,-0.85793104432762,0.2973873093725654,0.5349619120212035,-0.17496769827110015,-0.12183602787170233
2018-01-29,-0.8396739396991149,1.6775937853897416,-0.765055868212372,2.166977393483549,0.11505904282407275,-2.692441378572774,-3.002599853591048,-4.04789886554473,-0.49504771478887655,-0.699449543687769,-2.042264579040065,-0.5750287140232846,-0.8115514333895457,-1.12150447256264,-1.0461286451352803,-0.9712319301156347,-1.0533710408059171,-0.7780635379800227,-1.0390307007856703,-1.2616647154434446,-1.327252390629674,-1.9601817554839696,-1.3673410285052312,-3.7799895610230227,-0.5373860594026891,-2.4531259448069775,-1.6206138069978615,-1.528919956140351
2018-01-30,-0.9714276293011026,-0.7707513612202677,0.2188297657450322,-1.4446720091449206,-0.5091329624004604,-0.04793219883619804,-1.4432178040322818,-0.14180742133871327,0.5716466184540581,0.18466794395328723,-0.057532609060328976,-0.5200298019973459,-0.23974604186589588,-2.2216174279710676,0.8498226216585136,0.08691804694973548,-0.29789351953507515,-1.7709719956752856,-1.4606057321043142,0.2511444435490784,-0.04151066904022338,-0.052640268369674725,-0.9238480736561749,-1.123814084338426,-1.8273067468104087,-0.6475393029654164,-0.28075148990156507,-0.2755952090974234
2018-01-31,-2.237287684095912,-1.6371834140057384,-2.1120588298168097,-0.3210791642880295,-1.3201017688977745,-2.1793646090736085,1.3973160338357937,1.9333304289252284,-0.9752730873048177,-1.3870648141747988,-0.9060074748414082,-2.3667408046237792,-1.2808308091735165,0.837915116812904,-1.3673499393239696,0.18224707321334854,-2.584074174674611,-0.9133001118164397,-0.9982009732863895,-2.2498531165135227,-2.0835829000854678,-3.5622715226556134,-2.850308527640477,-1.7854710556186149,1.707756857033882,-0.08398965247481405,-1.4151702798534505,-2.0984974841757875
2018-02-01,-4.0541553133515045,-2.389169026732052,-2.971887800784301,0.4239291168699033,-4.048231754852861,-3.170296077488488,-1.3290095153267734,-1.470578565651648,-3.6399264351709926,-3.212358099154511,-2.828693706862262,-2.8142494624489034,-1.580338658448599,-1.7751839889301957,-4.207196062901042,-1.5744501982234094,-4.622491503327075,-2.5612913685636673,-2.198247546336096,-3.866146403350257,-3.8366175127234725,-3.493276336726814,-2.7007887741316905,-4.647874844460887,0.9012738620839178,-0.2886869307920037,-2.875550156334028,-3.385940150834721
